Title,Bedrooms,Bathrooms,Carports,Agent,Price_num,Installment_num,Land_sqm,Building_sqm,Area,City,Price_sqm,property_type,price_per_land_m2,price_segment,land_building_ratio,Price_sqm_M,query,lat,lon
Rumah ready ratujaya depok,2,1,1,Ade Jaya,260000000.0,1000000,52,36,Cipayung,Depok,7222222.222,Residential,5000000.0,< 500M,1.44,7.222222222,"Cipayung, Depok, Indonesia",-6.4317226,106.8025201
"Rumah 1 Lantai Dekat Stasiun Bojong Gede,depok",2,1,1,Violla Property,450000000.0,1000000,96,45,Citayam,Depok,10000000.0,Residential,4687500.0,< 500M,2.13,10.0,"Citayam, Depok, Indonesia",-6.4488237,106.8023619
"Rumah Plus Rooftop Di Cluster Syariah. Dekat Bandara Pondok Cabe, Rs Mitra Keluarga Pamulang, Mall The Park Sawangan, Indogrosir Ciputat, Cuma 15menit Ke Pintu Tol Pamulang",2,1,1,"Nenny Thoiyibah Amd, Cpb",339000000.0,1000000,50,30,Cinangka,Depok,11300000.0,Residential,6780000.0,< 500M,1.67,11.3,"Cinangka, Depok, Indonesia",-6.3671774,106.7573148
"Rumah 2 Lantai, Posisi Strategis, Depan Jalan Utama di Sukmajaya, Depok",4,3,1,Windi,2750000000.0,11000000,120,110,Sukmajaya,Depok,25000000.0,Residential,22916667.0,2–5B,1.09,25.0,"Sukmajaya, Depok, Indonesia",-6.411191,106.8440563
Rumah Limo Depok Jawa Barat,3,2,1,Haris Rwsb,950000000.0,4000000,98,69,Limo,Depok,13768115.94,Residential,9693878.0,500M–1B,1.42,13.76811594,"Limo, Depok, Indonesia",-6.36613,106.7823401
Rumah Modern Minimalis Murah Di Citayam,2,1,1,Hafidz Nugraha Aji,213000000.0,902000000,43,36,Citayam,Depok,5916666.667,Residential,4953488.0,< 500M,1.19,5.916666667,"Citayam, Depok, Indonesia",-6.4488237,106.8023619
Rumah Bagus Dan Terawat Di Dalam Komplek Estate Cinere,4,3,2,Novi Jusmanto E,7000000000.0,29000000,630,650,Cinere,Depok,10769230.77,Residential,11111111.0,5–10B,0.97,10.76923077,"Cinere, Depok, Indonesia",-6.3325074,106.7892478
Rumah/villa Ethnic Full Furnished Bebas Banjir Cinangka Sawangan,10,8,13,Nurlaela Laela,10900000000.0,46000000,2057,1000,Cinangka,Depok,10900000.0,Residential,5298979.0,10–50B,2.06,10.9,"Cinangka, Depok, Indonesia",-6.3671774,106.7573148
Dijual Rumah Murah Siap Huni di Jatijajar Depok Dekat Tol Cisalak,2,1,1,Muhammad Zaid Farhand,750000000.0,3000000,90,45,Tapos,Depok,16666666.67,Residential,8333333.0,500M–1B,2.0,16.66666667,"Tapos, Depok, Indonesia",-6.4213869,106.8783073
Rumah SHM Harga Nego Full Furnished 15 menit ke Tangcity Mall J19168,2,1,1,Muhamad Putra Nugraha,1100000000.0,4000000,84,70,Tangerang Kota,Tangerang,15714285.71,Residential,13095238.0,1–2B,1.2,15.71428571,"Tangerang Kota, Tangerang, Indonesia",-6.1325649,106.6423653
Rumah 2 Lantai Halaman Luas 9 Menit Ke Stasiun Rawa Buntu Tangerang Harga Nego J20120,6,4,1,Alvin Widjaya Sugiono,3190000000.0,13000000,200,148,BSD,Tangerang,21554054.05,Residential,15950000.0,2–5B,1.35,21.55405405,"BSD, Tangerang, Indonesia",-6.2911153,106.6266979
Rumah Cantik Furnished Di Lokasi Strategis Metro Permata,3,1,1,Nyoie Meruya Pro,2950000000.0,12000000,130,180,Karang Tengah,Tangerang,16388888.89,Residential,22692308.0,2–5B,0.72,16.38888889,"Karang Tengah, Tangerang, Indonesia",-6.2102231,106.7096489
Harus Terjual Cepat Rumah 2 Lt Kompleks Deplu Larangan Tangerang,4,4,1,Irene Thuresia,2000000000.0,8000000,180,180,Larangan,Tangerang,11111111.11,Residential,11111111.0,1–2B,1.0,11.11111111,"Larangan, Tangerang, Indonesia",-6.2381737,106.7331743
"Siap Huni, Rapi Furnished Minimalis Mewah Kt 4 di Nara Village",4,3,2,Catherine Muliadiredja,3400000000.0,14000000,105,124,Gading Serpong,Tangerang,27419354.84,Residential,32380952.0,2–5B,0.85,27.41935484,"Gading Serpong, Tangerang, Indonesia",-6.2541864,106.6324157
Di Jual Rumah 2lantai Mewah & Terjangkau Dekat Dgn Mc Donals,3,2,1,Andri Yanto,700000000.0,2000000,72,60,Pasar Kemis,Tangerang,11666666.67,Residential,9722222.0,500M–1B,1.2,11.66666667,"Pasar Kemis, Tangerang, Indonesia",-6.1610033,106.55981
"Rumah Affordable 2 Lantai Di Kota Mandiri Baru, Tangerang",2,2,1,Lie Lie,1020000000.0,4000000,60,49,Tangerang,Tangerang,20816326.53,Residential,17000000.0,1–2B,1.22,20.81632653,"Tangerang, Tangerang, Indonesia",-6.1769753,106.6320106
Dijual Cepat Rumah Siap Huni Cluster Prestigia The Eminent BSD City,3,3,1,Ranim Sukari,2650000000.0,11000000,105,116,BSD City,Tangerang,22844827.59,Residential,25238095.0,2–5B,0.91,22.84482759,"BSD City, Tangerang, Indonesia",-6.3034203,106.6528889
termurah rumah di paramount serpong,6,4,1,Kiki,9500000000.0,40000000,240,350,Gading Serpong,Tangerang,27142857.14,Residential,39583333.0,5–10B,0.69,27.14285714,"Gading Serpong, Tangerang, Indonesia",-6.2541864,106.6324157
Puspita Loka Lt343. Rmh Baru Sentuhan Bali Modern Yg Elegan Dan Asri. Bagus Sekali,6,6,2,Sari,11800000000.0,50000000,343,485,BSD Puspita Loka,Tangerang,24329896.91,Residential,34402332.0,10–50B,0.71,24.32989691,"BSD Puspita Loka, Tangerang, Indonesia",-6.2873635,106.672788
Rumah Baru 2 Lantai Dengan Lokasi Strategis Di Griyaloka BSD,4,3,2,Rahmat Arif J,2750000000.0,11000000,162,288,BSD,Tangerang,9548611.111,Residential,16975309.0,2–5B,0.56,9.548611111,"BSD, Tangerang, Indonesia",-6.2911153,106.6266979
Rumah Baru Minmalis Jalan Lebar Kamar Banyak Harga Murah Di Gading Serpong,5,4,2,Erlangga Febriananta Susanto,3700000000.0,15000000,180,240,Sektor 7A/B-Gading Serpong,Tangerang,15416666.67,Residential,20555556.0,2–5B,0.75,15.41666667,"Sektor 7A/B-Gading Serpong, Tangerang, Indonesia",-6.248938,106.6174707
"Rumah 2 Lantai di Grand Batavia Essence, Tangerang",2,2,1,Irma Dreamhome,890000000.0,3000000,102,80,Pasar Kemis,Tangerang,11125000.0,Residential,8725490.0,500M–1B,1.27,11.125,"Pasar Kemis, Tangerang, Indonesia",-6.1610033,106.55981
Rumah 2lt. Di Cluster Untuk Pasangan Muda Siap Huni 2 Akses Tol,2,2,2,Wayan Sindhuwara,3200000000.0,13000000,119,114,Kreo,Tangerang,28070175.44,Residential,26890756.0,2–5B,1.04,28.07017544,"Kreo, Tangerang, Indonesia",-6.2300626,106.7398659
Enchante Bsd City Tangerang,5,5,2,Adrian Ong,16000000000.0,67000000,300,480,BSD,Tangerang,33333333.33,Residential,53333333.0,10–50B,0.62,33.333333329999995,"BSD, Tangerang, Indonesia",-6.2911153,106.6266979
Rumah Bagus 2 Lantai Harga BU Lippo Karawaci Utara,3,3,2,Jenny Kam,3800000000.0,16000000,288,260,Lippo Karawaci,Tangerang,14615384.62,Residential,13194444.0,2–5B,1.11,14.615384619999999,"Lippo Karawaci, Tangerang, Indonesia",-6.2272919,106.6068776
Rumah Bagus Rapi Furnish 2 Lantai Di Cluster Tesla Gading Serpong,2,2,1,Jenny Kam,1700000000.0,7000000,66,66,Gading Serpong,Tangerang,25757575.76,Residential,25757576.0,1–2B,1.0,25.75757576,"Gading Serpong, Tangerang, Indonesia",-6.2541864,106.6324157
Rumah Bagus 2 Lantai Posisi Hook Di Lavon Tangerang,3,3,1,Jenny Kam,1750000000.0,7000000,143,112,Sindang Jaya,Tangerang,15625000.0,Residential,12237762.0,1–2B,1.28,15.625,"Sindang Jaya, Tangerang, Indonesia",-6.1571012,106.5034901
Dijual Rumah 2 Lantai Di Jalan Raya Gading Serpong Tangerang,1,1,1,Afu,398000000.0,1000000,31,33,Pagedangan,Tangerang,12060606.06,Residential,12838710.0,< 500M,0.94,12.060606060000001,"Pagedangan, Tangerang, Indonesia",-6.2974182,106.6226601
Rumah Modern Minimalis 2 Lantai Di Pusat Kota,3,2,1,Yulianti Lo Rumahbaru Tangerang,1400000000.0,5000000,66,74,Banjar Wijaya,Tangerang,18918918.92,Residential,21212121.0,1–2B,0.89,18.918918920000003,"Banjar Wijaya, Tangerang, Indonesia",-6.196723,106.6583303
"Rumah Sutera Sitara Alam Sutera, Tangerang Furnished",4,2,2,Eddy Darianto Ramlan,4500000000.0,19000000,140,190,Sutera Sitara Alam Sutera,Tangerang,23684210.53,Residential,32142857.0,2–5B,0.74,23.68421053,"Sutera Sitara Alam Sutera, Tangerang, Indonesia",-6.2353154,106.6514984
"Jual Rumah Gading Serpong Cluster Bohemia, Tangerang Semi Furnished SHM",4,3,1,Merlin Meriana,3300000000.0,13000000,120,190,Gading Serpong Cluster Bohemia,Tangerang,17368421.05,Residential,27500000.0,2–5B,0.63,17.368421050000002,"Gading Serpong Cluster Bohemia, Tangerang, Indonesia",,
Rumah Dalam Cluster Asri Di Ciater Nego Sampai Deal,2,1,1,Digital Officer Century 21 Athena,1150000000.0,4000000,91,55,Ciater,Tangerang,20909090.91,Residential,12637363.0,1–2B,1.65,20.90909091,"Ciater, Tangerang, Indonesia",-6.3206914,106.69668
Dijual Cepat Rumah 2 Lantai Siap Huni The First Stone Nempel Gading Serpong & Bsd,2,2,1,Elizabeth Silvia,750000000.0,3000000,40,44,Kelapa Dua,Tangerang,17045454.55,Residential,18750000.0,500M–1B,0.91,17.045454550000002,"Kelapa Dua, Tangerang, Indonesia",-6.239801,106.6144351
Dijual Cepat Rumah Siap Huni Onyx Alam Sutera,3,3,1,Sumardi Adiaksana,5600000000.0,23000000,230,223,Sutera Onix Alam Sutera,Tangerang,25112107.62,Residential,24347826.0,5–10B,1.03,25.11210762,"Sutera Onix Alam Sutera, Tangerang, Indonesia",,
Rumah Premier Park.2 Full Furnished Sangat Terawat Siap Huni,3,2,1,Fraulin Yulia Rusli,2150000000.0,9000000,105,133,Cikokol,Tangerang,16165413.53,Residential,20476190.0,2–5B,0.79,16.16541353,"Cikokol, Tangerang, Indonesia",-6.2082303,106.6299215
Rumah Luas 2 Lantai Dekat Supermall Karawaci SHM Siap Kpr Harga Nego J19702,3,2,1,Mentari Pashouses,2330000000.0,9000000,120,150,Gading Serpong,Tangerang,15533333.33,Residential,19416667.0,2–5B,0.8,15.53333333,"Gading Serpong, Tangerang, Indonesia",-6.2541864,106.6324157
Rumah Seken Terawat 15 Mnt ke Summarecon Mall Serpong Harga Nego J9321,3,3,1,Mentari Pashouses,2050000000.0,8000000,120,130,Gading Serpong,Tangerang,15769230.77,Residential,17083333.0,2–5B,0.92,15.76923077,"Gading Serpong, Tangerang, Indonesia",-6.2541864,106.6324157
"Rumah 3 Kamar Siap Huni 15 Menit ke Mall AEON BSD City, Tangerang Siap KPR J15767",3,2,1,Putri Nabilla Novianti Setiono,1330000000.0,5000000,108,82,Gading Serpong,Tangerang,16219512.2,Residential,12314815.0,1–2B,1.32,16.2195122,"Gading Serpong, Tangerang, Indonesia",-6.2541864,106.6324157
Rumah Hook Bandara Mas Tangerang Siap Huni,3,3,3,Yustinus Mypro,1990000000.0,8000000,180,110,Tangerang Kota,Tangerang,18090909.09,Residential,11055556.0,1–2B,1.64,18.09090909,"Tangerang Kota, Tangerang, Indonesia",-6.1325649,106.6423653
Rumah bangunan mandiri Hook di BSD Foresta,4,4,2,Chiko,7000000000.0,29000000,330,400,BSD Foresta,Tangerang,17500000.0,Residential,21212121.0,5–10B,0.82,17.5,"BSD Foresta, Tangerang, Indonesia",-6.302458,106.6518719
"Rumah di Cluster Nara Village, Dekat Pusat Kuliner Gading Serpong dan Sekolah",4,3,1,Yosua¬†(Mr¬†Pik),3600000000.0,15000000,105,124,Gading Serpong,Tangerang,29032258.06,Residential,34285714.0,2–5B,0.85,29.03225806,"Gading Serpong, Tangerang, Indonesia",-6.2541864,106.6324157
"Rumah di Magnolia Village, Gading Serpong (SHM)",3,2,1,Yosua¬†(Mr¬†Pik),2800000000.0,11000000,136,116,Gading Serpong,Tangerang,24137931.03,Residential,20588235.0,2–5B,1.17,24.13793103,"Gading Serpong, Tangerang, Indonesia",-6.2541864,106.6324157
"Dijual Bu Rumah Di Cluster Thomson, Summarecon, Gading Serpong",3,2,1,Yosua¬†(Mr¬†Pik),1800000000.0,7000000,77,73,Gading Serpong,Tangerang,24657534.25,Residential,23376623.0,1–2B,1.05,24.65753425,"Gading Serpong, Tangerang, Indonesia",-6.2541864,106.6324157
"Rumah Luas 200 M¬≤ Di Cluster Sapphire, Pondok Hijau Golf, Gading Serpong.",4,3,2,Yosua¬†(Mr¬†Pik),5200000000.0,22000000,200,180,Gading Serpong,Tangerang,28888888.89,Residential,26000000.0,5–10B,1.11,28.88888889,"Gading Serpong, Tangerang, Indonesia",-6.2541864,106.6324157
"Bsd Golf - [for Sale]: Bangunan 3 Lantai Plus Rooftop, Dalam Perumahan Elit Di Bsd",5,8,2,Sandy Bran,25000000000.0,105000000,782,1139,BSD,Tangerang,21949078.14,Residential,31969309.0,10–50B,0.69,21.94907814,"BSD, Tangerang, Indonesia",-6.2911153,106.6266979
Dijual Rumah Navapark Lyndon Type 15 Bsd City,5,6,2,Yenny,21000000000.0,89000000,495,545,BSD City,Tangerang,38532110.09,Residential,42424242.0,10–50B,0.91,38.53211009,"BSD City, Tangerang, Indonesia",-6.3034203,106.6528889
Dijual Rumah Crystal Residence 2 Lantai,4,2,1,Meiriska Putri,3100000000.0,13000000,162,242,Tangerang,Tangerang,12809917.36,Residential,19135802.0,2–5B,0.67,12.80991736,"Tangerang, Tangerang, Indonesia",-6.1769753,106.6320106
Rumah Cantik Sutera Onyx Alam Sutera,3,2,2,Meiriska Putri,4300000000.0,18000000,180,155,Alam Sutera,Tangerang,27741935.48,Residential,23888889.0,2–5B,1.16,27.741935480000002,"Alam Sutera, Tangerang, Indonesia",-6.2418343,106.6565647
Rumah Kembar Setara Villa Dekat Taman Tekno BSD,5,4,4,Rusdi Gozali,45000000000.0,190000000,1490,1130,Kademangan,Tangerang,39823008.85,Residential,30201342.0,10–50B,1.32,39.82300885,"Kademangan, Tangerang, Indonesia",-6.3356208,106.6674081
Dijual Rumah Cantik Di Puri 11.karang Tengah,3,3,2,Yulia Natalia Susatio,5200000000.0,22000000,149,225,Pondok Pucung,Tangerang,23111111.11,Residential,34899329.0,5–10B,0.66,23.11111111,"Pondok Pucung, Tangerang, Indonesia",-6.2148653,106.7021958
JUAL RUMAH DI PONDOK HIJAU GOLF,3,4,1,Yulia Natalia Susatio,4300000000.0,18000000,200,250,Gading Serpong,Tangerang,17200000.0,Residential,21500000.0,2–5B,0.8,17.2,"Gading Serpong, Tangerang, Indonesia",-6.2541864,106.6324157
Jual Rumah 2 Lantai Siap Huni Di Citra Raya,4,4,1,Andhika Kim,950000000.0,4000000,100,140,Cikupa Citra Raya,Tangerang,6785714.286,Residential,9500000.0,500M–1B,0.71,6.785714286,"Cikupa Citra Raya, Tangerang, Indonesia",-6.2433781,106.5207152
Rumah Siap Huni Free DP Selangkah ke Stasiun dan Toll Dekat Ice BSD,4,3,1,Fajr Hadi,1550000000.0,6000000,72,100,BSD City,Tangerang,15500000.0,Residential,21527778.0,1–2B,0.72,15.5,"BSD City, Tangerang, Indonesia",-6.3034203,106.6528889
"Termurah. Rumah Bagus Phg Cluster Jade, Gading Serpong",4,4,2,Rangga Mediarto,5100000000.0,21000000,386,390,Gading Serpong Pondok Hijau Golf,Tangerang,13076923.08,Residential,13212435.0,5–10B,0.99,13.07692308,"Gading Serpong Pondok Hijau Golf, Tangerang, Indonesia",,
Giri Loka Lt240. Rumah 1 Lantai. Terawat Dan Nyaman. Jual Cepat,3,3,2,Sari,3300000000.0,13000000,240,200,BSD Giri Loka,Tangerang,16500000.0,Residential,13750000.0,2–5B,1.2,16.5,"BSD Giri Loka, Tangerang, Indonesia",,
"Rmh Greenlake City Rapi,siap Huni. Jual Cepat",4,3,2,Sari,3250000000.0,13000000,120,160,Cipondoh,Tangerang,20312500.0,Residential,27083333.0,2–5B,0.75,20.3125,"Cipondoh, Tangerang, Indonesia",-6.1835184,106.6888428
GREENCOVE BSD RUMAH BARU SANGAT MEWAH LINGKUNGAN CLUSTER SUPER EKSLUSIF,6,4,2,Ratna Sari,9000000000.0,38000000,249,416,BSD Green Cove,Tangerang,21634615.38,Residential,36144578.0,5–10B,0.6,21.63461538,"BSD Green Cove, Tangerang, Indonesia",,
Rumah Semi Furnished Bagus Cluster Amarylis Alam Sutera,4,4,1,Gunadi,4750000000.0,20000000,250,167,Alam Sutera,Tangerang,28443113.77,Residential,19000000.0,2–5B,1.5,28.44311377,"Alam Sutera, Tangerang, Indonesia",-6.2418343,106.6565647
Rumah SHM Murah 15 Menit Ke Gerbang Tol Tangerang 2 J19926,2,1,1,Alvin Widjaya Sugiono,800000000.0,3000000,72,36,BSD City,Tangerang,22222222.22,Residential,11111111.0,500M–1B,2.0,22.22222222,"BSD City, Tangerang, Indonesia",-6.3034203,106.6528889
Rumah Siap Huni Bisa Nego 15 menit ke Terminal Pasar Kamis Dibantu KPR J18217,2,2,1,Mentari Pashouses,520000000.0,2000000,60,40,Tangerang,Tangerang,13000000.0,Residential,8666667.0,500M–1B,1.5,13.0,"Tangerang, Tangerang, Indonesia",-6.1769753,106.6320106
Rumah Cantik Fungsional Modern Minimalis 2 Lantai 4 Kamar Di Vanya Park Bsd M535,4,3,2,Michelle Gunawan,3200000000.0,13000000,108,130,BSD,Tangerang,24615384.62,Residential,29629630.0,2–5B,0.83,24.61538462,"BSD, Tangerang, Indonesia",-6.2911153,106.6266979
Rumah Baru Harga Bagus Dalam Prime Cluster Dekat Akses Tol Bsd,3,2,1,Rini,2200000000.0,9000000,112,90,BSD Delatinos,Tangerang,24444444.44,Residential,19642857.0,2–5B,1.24,24.44444444,"BSD Delatinos, Tangerang, Indonesia",,
Hunian Cantik Rumah,3,2,1,Ingche,950000000.0,4000000,70,120,Tangerang Kota,Tangerang,7916666.667,Residential,13571429.0,500M–1B,0.58,7.916666667,"Tangerang Kota, Tangerang, Indonesia",-6.1325649,106.6423653
Rumah Murah 2 Lantai Dekat Supermal di Lippo Village Karawaci,5,2,2,Alex,2690000000.0,11000000,270,280,Lippo Karawaci,Tangerang,9607142.857,Residential,9962963.0,2–5B,0.96,9.607142857000001,"Lippo Karawaci, Tangerang, Indonesia",-6.2272919,106.6068776
Dijual Rumah Mewah Sutera Victoria Tipe Nara+,4,3,2,Meiriska Putri,7800000000.0,33000000,309,241,Alam Sutera,Tangerang,32365145.23,Residential,25242718.0,5–10B,1.28,32.36514523,"Alam Sutera, Tangerang, Indonesia",-6.2418343,106.6565647
"Direct Owner- Rumah Mewah 2 Lantai Alam Sutera Bagus Modern Tropical Bangunan Mandiri - <5 Menit Dari Living World Mall, Pasar Delapan Dan Sekolah Universitas Ternama - Dekat Sutera Orlanda, Onyx, Mentari , Narada, Telaga Biru, Orlanda , Sitara , Alba, On",4,4,4,Syeni Syeniwati,10900000000.0,46000000,350,670,Alam Sutera,Tangerang,16268656.72,Residential,31142857.0,10–50B,0.52,16.26865672,"Alam Sutera, Tangerang, Indonesia",-6.2418343,106.6565647
Murah Banget !!! Jual Rumah 2 Lantai 10x20 Suvarna Sutera,4,3,2,Vera Suvarna,1800000000.0,7000000,200,170,Suvarna Sutera,Tangerang,10588235.29,Residential,9000000.0,1–2B,1.18,10.588235289999998,"Suvarna Sutera, Tangerang, Indonesia",-6.1822888,106.4972069
Di Jual Rugi Rumah di Villagio Cluster East Portofino Citra Raya,2,1,1,Yenyen Yenyen,600000000.0,2000000,84,65,Cikupa Citra Raya,Tangerang,9230769.231,Residential,7142857.0,500M–1B,1.29,9.230769231,"Cikupa Citra Raya, Tangerang, Indonesia",-6.2433781,106.5207152
Dijual Cepat Perumahan Di Villa Rizki Ilhami,3,2,1,Deny,650000000.0,2000000,58,100,Tangerang,Tangerang,6500000.0,Residential,11206897.0,500M–1B,0.58,6.5,"Tangerang, Tangerang, Indonesia",-6.1769753,106.6320106
Rumah Bagus Semi Furnish Agnesi Symphonia Gading Serpong,3,2,1,Youngky Wijaya,2450000000.0,10000000,133,90,Gading Serpong,Tangerang,27222222.22,Residential,18421053.0,2–5B,1.48,27.22222222,"Gading Serpong, Tangerang, Indonesia",-6.2541864,106.6324157
Rumah 2 Lantai Cluster Sutera Kirana Alam Sutera Favorit Jarang Ada - Cluster Favorit Di Greenbelt Alam Sutera -,2,2,1,Syeni Syeniwati,1750000000.0,7000000,90,120,Alam Sutera,Tangerang,14583333.33,Residential,19444444.0,1–2B,0.75,14.58333333,"Alam Sutera, Tangerang, Indonesia",-6.2418343,106.6565647
Rumah Delatinos Bsd Bagus Fully Renovasi Luas 200 Meter Furnished,5,4,4,Yetti .,5400000000.0,22000000,200,200,BSD Delatinos,Tangerang,27000000.0,Residential,27000000.0,5–10B,1.0,27.0,"BSD Delatinos, Tangerang, Indonesia",,
Rumah 1.5 Lantai Minimalis Dijual Di Duta Garden,2,1,1,Indrawan Hamzah,1450000000.0,6000000,144,102,Duta Garden,Tangerang,14215686.27,Residential,10069444.0,1–2B,1.41,14.215686269999999,"Duta Garden, Tangerang, Indonesia",-6.1462697,106.6811515
Rumah 2 Lantai 3 KT Hanya 800 Jtan Bisa KPR XYZ Livin X7 Lokasi Strategis Dekat Gading Serpong,3,3,2,Teddy Prabawa,811000000.0,3000000,62,64,Legok,Tangerang,12671875.0,Residential,13080645.0,500M–1B,0.97,12.671875,"Legok, Tangerang, Indonesia",-6.3024829,106.5746584
"Rumah Mewah Di Bintaro Dan Bsd, Tanpa Dp Free Sertifikat",3,2,2,Marwan Albanna,1470000000.0,6000000,72,90,BSD Duta Bintaro,Tangerang,16333333.33,Residential,20416667.0,1–2B,0.8,16.33333333,"BSD Duta Bintaro, Tangerang, Indonesia",,
Turun Harga Harus Terjual Rumah Tanah Luas Dekat Taman Kota Bsd,5,3,1,Rini,2650000000.0,11000000,240,150,BSD Puspita Loka,Tangerang,17666666.67,Residential,11041667.0,2–5B,1.6,17.66666667,"BSD Puspita Loka, Tangerang, Indonesia",-6.2873635,106.672788
Dijual Rumah Hook Cantik Adem Dan Siap Huni 2 M Di Bsd Griya Loka 2 Lantai Dengan Konsep Farm House,4,3,2,Vincent,2100000000.0,8000000,122,140,BSD Griya Loka,Tangerang,15000000.0,Residential,17213115.0,2–5B,0.87,15.0,"BSD Griya Loka, Tangerang, Indonesia",-6.3057505,106.6795155
Rumah Bagus Dan Siap Huni Di Navapark Bsd City,5,4,2,Vincent Brata,15000000000.0,63000000,336,424,BSD,Tangerang,35377358.49,Residential,44642857.0,10–50B,0.79,35.37735849,"BSD, Tangerang, Indonesia",-6.2911153,106.6266979
Rumah Full Renovasi Semi Furnish Dijual Cluster Fiordini Gading Serpong,3,3,2,Jenny,3400000000.0,14000000,153,200,Gading Serpong,Tangerang,17000000.0,Residential,22222222.0,2–5B,0.76,17.0,"Gading Serpong, Tangerang, Indonesia",-6.2541864,106.6324157
"Di Jual Rumah Siap Huni 1,5 Lantai di Banjar Wijaya Tangerang",3,1,1,Yenyen Yenyen,1200000000.0,5000000,96,110,Cipondoh,Tangerang,10909090.91,Residential,12500000.0,1–2B,0.87,10.90909091,"Cipondoh, Tangerang, Indonesia",-6.1835184,106.6888428
Dijual Rumah Cluster Navona Catalina Gading Serpong,2,1,1,Farrel Danish Virdiansyah,1100000000.0,4000000,72,60,Gading Serpong,Tangerang,18333333.33,Residential,15277778.0,1–2B,1.2,18.33333333,"Gading Serpong, Tangerang, Indonesia",-6.2541864,106.6324157
"Rumah Minimalis Alam Sutera Premiere Residence Bagus, Nyaman, Kerenn",4,3,2,Budi Phang,1300000000.0,5000000,72,100,Alam Sutera,Tangerang,13000000.0,Residential,18055556.0,1–2B,0.72,13.0,"Alam Sutera, Tangerang, Indonesia",-6.2418343,106.6565647
Rumah Shm Bsd Di The Mozia Amarine Semi Furnished,3,2,2,Lena Jo,1990000000.0,8000000,78,70,BSD,Tangerang,28428571.43,Residential,25512821.0,1–2B,1.11,28.428571429999998,"BSD, Tangerang, Indonesia",-6.2911153,106.6266979
Dijual Cepat Rumah Naturale Foresta Semi Furnished Siap Huni,4,2,1,Yohanes Kala,2300000000.0,9000000,112,108,BSD Foresta,Tangerang,21296296.3,Residential,20535714.0,2–5B,1.04,21.2962963,"BSD Foresta, Tangerang, Indonesia",-6.302458,106.6518719
Rumah Hoek Huk di Kencana Loka BSD City dekat Stasiun,4,2,1,Priscila Suandrianne,2700000000.0,11000000,176,110,BSD City,Tangerang,24545454.55,Residential,15340909.0,2–5B,1.6,24.545454550000002,"BSD City, Tangerang, Indonesia",-6.3034203,106.6528889
"Rumah Baru di Nusa Loka BSD City, dekat Santa Ursula",4,5,2,Priscila Suandrianne,2980000000.0,12000000,130,190,BSD,Tangerang,15684210.53,Residential,22923077.0,2–5B,0.68,15.68421053,"BSD, Tangerang, Indonesia",-6.2911153,106.6266979
Dijual Rumah Mewah Tiara Phg Gading Serpong 400m2,5,3,1,Nancy,11300000000.0,47000000,400,525,Gading Serpong Pondok Hijau Golf,Tangerang,21523809.52,Residential,28250000.0,10–50B,0.76,21.52380952,"Gading Serpong Pondok Hijau Golf, Tangerang, Indonesia",,
Dijual TERMURAH !!! Aether Greenwich BSD Furnished Cantik,4,4,1,Nancy,3200000000.0,13000000,84,165,BSD Green Wich,Tangerang,19393939.39,Residential,38095238.0,2–5B,0.51,19.39393939,"BSD Green Wich, Tangerang, Indonesia",,
Rumah Renov Furnished Bsd The Green Shm,3,3,1,Lena Jo,3800000000.0,16000000,200,200,BSD The Green,Tangerang,19000000.0,Residential,19000000.0,2–5B,1.0,19.0,"BSD The Green, Tangerang, Indonesia",-6.3132302,106.6710321
"Viona Karawaci, Lokasi Terdepan Tepat Di Jalan Utama",3,2,1,Martina,800000000.0,3000000,60,48,Lippo Karawaci,Tangerang,16666666.67,Residential,13333333.0,500M–1B,1.25,16.66666667,"Lippo Karawaci, Tangerang, Indonesia",-6.2272919,106.6068776
Rumah Di Anthea Bsd Kondisi Bagus Terawat Lokasi Strategis,3,2,2,Yanti Lisa Era Fiesta Bsd,3150000000.0,13000000,180,120,BSD,Tangerang,26250000.0,Residential,17500000.0,2–5B,1.5,26.25,"BSD, Tangerang, Indonesia",-6.2911153,106.6266979
"Ruko Terbaru North Pasadena Square 2, Limited Iniit Mulai 5m",5,4,3,Ari Kurniawan,3700000000.0,15000000,68,188,BSD City,Tangerang,19680851.06,Residential,54411765.0,2–5B,0.36,19.68085106,"BSD City, Tangerang, Indonesia",-6.3034203,106.6528889
"Rumah Modern Tropical Homey Ala Resort Dengan Swimming Pool Di Green Belt Alam Sutera - Cluster Asri Strategis - Furnished Siap Huni - Dekat Narada, Onyx, Danau Biru, Onyx, Palma, Palmyra, Tiara, Alba, Aruna , Buana , Orlanda, Jingga, Mentari , Pelangi, V",4,4,1,Syeni Syeniwati,7900000000.0,33000000,300,400,Alam Sutera,Tangerang,19750000.0,Residential,26333333.0,5–10B,0.75,19.75,"Alam Sutera, Tangerang, Indonesia",-6.2418343,106.6565647
Rumah Ala Villa Bali Di Bsd City Bangunan Mandiri,4,5,2,Diana,11800000000.0,50000000,343,485,BSD,Tangerang,24329896.91,Residential,34402332.0,10–50B,0.71,24.32989691,"BSD, Tangerang, Indonesia",-6.2911153,106.6266979
